Covaldea_	Covaldea_i	Codigo	Nombre	Latitude	Longitude	X_coord	Y_coord	Muni_cov	Setaccu	Codemun	Ald88num	Ald74off	Ald74name	Depto74	Codemun74
902	1333	51113	La Esperanza o El Venado	15.23826733	-88.09054911	382892.1	1687097	511	3	511	51113	51112	LA ESPZA. O VENADO	5	511
903	914	41035	Siete Cuchillas	15.23714618	-88.79784719	306916.8	1686973	410	3	410	41035	41027	SIETE CUCHILLAS	4	410
904	3435	162105	Corralito	15.23500334	-88.34948037	355079.7	1686736	1621	3	1621	162105	162103	CORRALITOS	16	1621
905	680	41033	San Lorenzo de Techin	15.2347321	-88.77047809	309855	1686706	410	3	410	41033	41026	SN LORENZO DE TECHIN	4	410
907	3056	180503	Alta Cruz	15.23285146	-86.91173324	509478.1	1686498	1805	3	1805	180503	180502	ALTA CRUZ	18	1805
908	2043	90124	Mistruck	15.23182072	-83.89095905	834027.1	1686384	901	3	901	90124	90126	MISTRUCK	9	901
910	2028	90111	Cruta o Walpatara	15.2312059	-83.40113726	886722.8	1686316	901	3	901	90111	90114	CRUTA	9	901
911	3160	161236	Sula	15.2294428	-88.56040076	332419	1686121	1612	3	1612	161236	161330	SULA	16	1613
912	3678	180624	San Juan de Camalote	15.22914443	-87.61803666	433632.6	1686088	1806	3	1806	180624	180613	SAN JUAN DE CAMALOTE	18	1806
913	3437	162102	Agua Tapada	15.22824932	-88.34375554	355690	1685989	1621	3	1621	162102	162101	AGUA TAPADA	16	1621
914	1035	160609	El Volcan	15.22811369	-88.15077441	376418	1685974	1606	3	1606	160609	160707	EL VOLCAN	16	1607
915	1334	51105	El Cuabano	15.22737229	-88.05258713	386963.3	1685892	511	3	511	51105	51103	COABANO	5	511
918	1038	162618	Matasanales	15.22587139	-88.21424709	369599.2	1685726	1626	3	1626	162618	162616	MATASANALES	16	1626
919	1115	180403	Agua Blanca Sur	15.22558206	-87.87577782	405951.7	1685694	1804	3	1804	180403	180402	AGUA BLANCA SUR	18	1804
920	3447	162111	La Puerta	15.22506669	-88.39902724	349750.7	1685637	1621	3	1621	162111	162109	LA PUERTA	16	1621
921	3524	41018	La Ruidosa	15.22494011	-88.74021791	313097.3	1685623	410	3	410	41018	41015	LA RUIDOSA	4	410
923	3055	180504	La Dalia	15.22301426	-86.95585329	504740.7	1685410	1805	3	1805	180504	180503	LA DALIA	18	1805
924	3032	150703	El Encino	15.22229094	-86.54920572	548409.3	1685330	1507	3	1507	150703	150702	EL ENCINO	15	1507
925	3121	161505	El Plan de Olola	15.22157666	-88.32649246	357539.8	1685251	1615	3	1615	161505	161606	PLAN DE OLOLA	16	1616
927	3444	162114	Plan de Lola	15.21938861	-88.33952961	356137.9	1685009	1621	3	1621	162114	162112	PLAN DE OLALA	16	1621
928	1107	180411	Campo Diez y Seis o Buenos Amigos	15.21867432	-87.91461929	401777	1684930	1804	3	1804	180411	180414	CAMPO 16 BUENOS AMIG	18	1804
929	3011	151006	Pueblo Viejo	15.21819512	-86.40955832	563407.3	1684877	1510	3	1510	151006	151005	PUEBLO VIEJO	15	1510
930	3421	161513	Santa Clara	15.21765263	-88.2756196	363001.8	1684817	1615	3	1615	161513	161612	SANTA CLARA	16	1616
932	1321	160612	Santa Ana	15.21680272	-88.16873418	374482.3	1684723	1606	3	1606	160612	160710	SANTA ANA	16	1607
934	1127	50503	Blanco Caserio	15.21405409	-87.93970343	399080.7	1684419	505	3	505	50503	50503	BLANCO CASERIO	5	505
936	1330	51119	San Isidro	15.2131409	-88.09133757	382793.5	1684318	511	3	511	51119	51118	SAN ISIDRO	5	511
937	3434	162106	Chumbagua	15.21283349	-88.49718597	339197.1	1684284	1621	3	1621	162106	162104	CHUMBAGUA	16	1621
938	3433	162107	El Chorro	15.211423	-88.35298379	354687.2	1684128	1621	3	1621	162107	162105	EL CHORRO	16	1621
941	3438	162103	Bella Vista	15.20995827	-88.4589855	343298.8	1683966	1621	3	1621	162103	162102	BELLA VISTA	16	1621
942	3059	151404	El Cerro	15.20986786	-86.79268482	522264	1683956	1514	3	1514	151404	151403	EL CERRO	15	1514
943	3423	161504	El Paraiso	15.20973223	-88.30115719	360253.4	1683941	1615	3	1615	161504	161603	EL PARAISO	16	1616
944	2816	151703	Carnizuelar	15.20892754	-85.72830092	636582.7	1683852	1517	3	1517	151703	151702	CARNIZUELAR	15	1517
945	3156	161207	Chiquila	15.20831271	-88.59170741	329038.8	1683784	1612	3	1612	161207	161306	CHIQUILLA	16	1613
946	1128	50501	Potrerillos	15.20828559	-87.96400923	396467.3	1683781	505	3	505	50501	50500	POTRERILLOS	5	505
947	2029	90115	Kalpo	15.20821325	-83.44190801	882377.1	1683773	901	3	901	90115	90108	CALPO	9	901
948	2027	90146	Usibila	15.20821325	-83.36115029	891068.3	1683773	901	3	901	90146	90156	USIBILA	9	901
949	1116	180425	Col. Guanchias	15.20813188	-87.87340594	406198.7	1683764	1804	3	1804	180425	180452	COLONIA GUANCHIAS	18	1804
950	3333	41029	Pueblo Nuevo	15.20768884	-88.72486476	314731.7	1683715	410	3	410	41029	41021	PUEBLO NUEVO	4	410
951	1320	160610	La Laguna de Proteccion	15.2069836	-88.13658347	377930	1683637	1606	3	1606	160610	160708	LA LAG DE PROTECCION	16	1607
952	3162	161218	La Vegona	15.20653152	-88.5387521	334726.7	1683587	1612	3	1612	161218	161333	LA VEGONA	16	1613
953	681	41002	Arranca Barba	15.20634165	-88.78773826	307974.9	1683566	410	3	410	41002	41001	ARRANCA BARBA	4	410
954	3161	161226	Ojos de Agua	15.2062874	-88.56710953	331679.9	1683560	1612	3	1612	161226	161322	EL OJO DE AGUA	16	1613
956	1122	50508	San Miguel	15.2044158	-87.98707765	393987.6	1683353	505	3	505	50508	50508	SAN MIGUEL	5	505
957	3431	162109	El Robledal	15.2043073	-88.37543262	352270.7	1683341	1621	3	1621	162109	162107	EL ROBLEDAL	16	1621
958	3171	161214	El Rosario	15.20331273	-88.64091546	323747.8	1683231	1612	3	1612	161214	161313	EL ROSARIO	16	1613
959	3057	180510	Tapiquil	15.20263461	-86.87545759	513375.3	1683156	1805	3	1805	180510	180509	TAPIQUILRANDE	18	1805
960	685	41020	La Union	15.20145017	-88.86566935	299596.4	1683025	410	3	410	41020	41109	LA UNION	4	411
961	3004	151708	El Ciruelo	15.20135071	-85.86644436	621748	1683014	1517	3	1517	151708	151708	EL CIRUELO	15	1517
962	3441	162118	Sitio Viejo	15.20109755	-88.39409932	350263.1	1682986	1621	3	1621	162118	162116	SITIO VIEJO	16	1621
964	3445	162113	Piletas	15.20036518	-88.45255368	343982.7	1682905	1621	3	1621	162113	162111	PILETAS	16	1621
965	3430	162110	La Presa	15.19940678	-88.4827235	340740.7	1682799	1621	3	1621	162110	162108	LA PRESA	16	1621
966	912	41004	Buena Vista	15.19918074	-88.75825836	311136.1	1682774	410	3	410	41004	41003	BUENA VISTA	4	410
967	1100	180810	Guanchias Crique	15.19833987	-87.82877584	410988.1	1682681	1808	3	1808	180810	180806	GUANCHIAS CRIQUE	18	1808
969	3522	161238	Zapotales o El Zapotalito	15.19780642	-88.57973374	330316.8	1682622	1612	3	1612	161238	161332	ZAPOTALES	16	1613
971	3520	161230	Rio Blanco	15.19572686	-88.5220458	336513.2	1682392	1612	3	1612	161230	161326	RIO BLANCO	16	1613
972	3007	151720	Santa Maria	15.19519341	-85.7521278	634031.9	1682333	1517	3	1517	151720	151722	SANTA MARIA	15	1517
973	3521	161223	Las Minas	15.1940813	-88.56394883	332009.8	1682210	1612	3	1612	161223	161319	LAS MINAS	16	1613
974	3006	151701	San Esteban	15.19394567	-85.7750866	631566.3	1682195	1517	3	1517	151701	151700	SAN ESTEBAN	15	1517
975	1101	180811	Placido	15.19378293	-87.77682493	416566.3	1682177	1808	3	1808	180811	180808	PLACIDO	18	1808
976	1034	160613	Suyapa	15.19370155	-88.1490254	376585.8	1682168	1606	3	1606	160613	160711	SUYAPA	16	1607
977	916	41028	Potrerillos	15.19339414	-88.84833079	301452	1682134	410	3	410	41028	41020	POTRERILLOS DE LA EL	4	410
978	915	41016	La Elencita	15.1923634	-88.82754759	303684.4	1682020	410	3	410	41016	41013	LA ELENCITA	4	410
979	3163	161220	Laguna Seca	15.19211024	-88.5987466	328269.4	1681992	1612	3	1612	161220	161316	LAGUNA SECA	16	1613
980	1326	160602	Agua Dulce	15.19206503	-88.12270478	379412.3	1681987	1606	3	1606	160602	160701	AGUA DULCE	16	1607
981	986	162622	Tascalapa	15.1919927	-88.23746036	367084.6	1681979	1626	3	1626	162622	162620	TASCALAPA	16	1626
983	3172	161215	La Cumbre de Palmichal	15.19159487	-88.66654951	320983.7	1681935	1612	3	1612	161215	161314	LA CUMBRE DEL PALMIC	16	1613
984	911	41010	El Nuevo Porvenir	15.19041042	-88.80707752	305882.3	1681804	410	3	410	41010	41008	EL NUEVO PORVENIR	4	410
985	1026	180809	Finca Diez y Nueve	15.19034713	-87.91251221	401990.2	1681797	1808	3	1808	180809	180805	FINCA 19	18	1808
986	3005	151706	Corral Viejo	15.18921694	-85.80751981	628085	1681672	1517	3	1517	151706	151705	CORRAL VIEJO	15	1517
987	2057	90152	Wauplaya	15.18900898	-84.12633743	808777.3	1681649	901	3	901	90152	90163	WAUPLAYA	9	901
988	3443	162116	Regadio	15.18883719	-88.4040944	349180.6	1681630	1621	3	1621	162116	162114	REGADILLO	16	1621
989	3425	161502	Barandillales	15.18805057	-88.32785008	357371.4	1681543	1615	3	1615	161502	161601	BARRANDILLAL NO. 2	16	1616
990	317	150508	La Colonia	15.18778837	-85.43105783	668531.7	1681514	1505	3	1505	150508	150504	LA COLONIA	15	1505
991	682	41012	El Rosario o Zompopero	15.18717354	-88.78920055	307800.4	1681446	410	3	410	41012	41010	EL ROSARIO O SOMPOPE	4	410
993	3033	150702	El Carrizal	15.18443395	-86.51480483	552112.9	1681143	1507	3	1507	150702	150701	CARRIZAL	15	1507
995	1126	50507	La Garroba	15.18318621	-87.94696644	398285.8	1681005	505	3	505	50507	50506	GARROBA	5	505
996	1099	180807	El Santuario de Placido	15.18258946	-87.75316359	419103.5	1680939	1808	3	1808	180807	180810	SANTUARIO DE PLASIDO	18	1808
997	3128	41003	Barranca Grita	15.18217355	-88.71084159	316216.3	1680893	410	3	410	41003	41002	BARRANCA GRITA	4	410
998	1325	160605	Cuchilla Alta	15.18178476	-88.16554194	374804.5	1680850	1606	3	1606	160605	160703	CUCHILLA ALTA	16	1607
999	3170	161211	El Manguito	15.1815316	-88.63027264	324873.3	1680822	1612	3	1612	161211	161310	EL MANGUITO	16	1613
1000	1105	180801	Santa Rita	15.18075402	-87.8909686	404300	1680736	1808	3	1808	180801	180758	SANTA RITA	18	1807
1002	2997	151716	Moreno	15.17914462	-85.74511277	634795.7	1680558	1517	3	1517	151716	151718	MORENO	15	1517
1003	3233	161205	Callejones o La Libertad	15.17882817	-88.638876	323946.6	1680523	1612	3	1612	161205	161304	CALLEJONES O LA LIBE	16	1613
1004	3681	180118	Subirana	15.17725493	-87.44804049	451876.2	1680349	1801	3	1801	180118	180115	SUBIRANA	18	1801
1005	3686	180104	Guare	15.1769204	-87.24616317	473559.9	1680312	1801	3	1801	180104	180103	GUARE	18	1801
1006	3666	180802	Cangrejales	15.17542854	-87.74083496	420425.1	1680147	1808	3	1808	180802	180801	CANGREJALES	18	1808
1007	1103	180805	El Capulin	15.17526579	-87.81131481	412854.1	1680129	1808	3	1808	180805	180804	EL CAPULIN	18	1808
1008	3009	151712	El Tunal	15.17438875	-85.7713628	631978.5	1680032	1517	3	1517	151712	151712	EL TUNEL	15	1517
1009	1327	160606	El Cerron	15.17260756	-88.11098432	380660.4	1679835	1606	3	1606	160606	160704	EL CERRON	16	1607
1010	1037	160808	Platanares	15.17231823	-88.21111263	369903	1679803	1608	3	1608	160808	160906	PLATANAR	16	1609
1011	917	41102	Aldea Nueva	15.17185711	-88.76024295	310898.5	1679752	411	3	411	41102	41101	ALDEA NUEVA	4	411
1012	2025	90121	Laca Tabila	15.1713327	-83.68661926	856107.9	1679694	901	3	901	90121	90123	LACA TABILA	9	901
1013	3427	162611	El Tumbo	15.17126941	-88.28702709	361746.2	1679687	1626	3	1626	162611	162610	EL TUMBO	16	1626
1014	1324	160607	El Macuelizo	15.16878297	-88.15465765	375966.2	1679412	1606	3	1606	160607	160705	EL MACUELIZO	16	1607
1015	3679	181007	El Pataste	15.16877393	-87.643989	430825.9	1679411	1810	3	1810	181007	181005	EL PATASTE	18	1810
1016	907	41024	Los Dubones	15.16819527	-88.77841432	308942.4	1679347	410	3	410	41024	41006	LOS DUBONES	4	410
1017	3061	151415	San Antonio	15.16805061	-86.80752084	520674.8	1679331	1514	3	1514	151415	151415	SAN ANTONIO	15	1514
1018	1125	50506	Higuerito Central	15.16750811	-87.93547033	399513.3	1679271	505	3	505	50506	50507	HIGUERITO CENTRAL	5	505
1019	1123	50502	Bejuco	15.1672007	-87.91958028	401220.2	1679237	505	3	505	50502	50501	BEJUCO	5	505
1020	3127	41302	Agua Buena	15.16629654	-88.70599962	316722.9	1679137	413	3	413	41302	41301	AGUA BUENA	4	413
1021	3169	161202	Agua Helada	15.16627845	-88.63378107	324483.7	1679135	1612	3	1612	161202	161301	AGUA HELADA	16	1613
1022	1025	51006	Campo Llano	15.16626037	-87.88978889	404420.2	1679133	510	3	510	51006	51007	CAMPO LLANO	5	510
1023	1104	180804	El Caliche	15.16625133	-87.77406926	416851.5	1679132	1808	3	1808	180804	180803	EL CALICHE	18	1808
1024	1322	160608	El Robledal	15.16602529	-88.18311116	372907.6	1679107	1606	3	1606	160608	160706	EL ROBLEDAL	16	1607
1025	1124	50505	El Manacal	15.16586254	-87.96212885	396648.6	1679089	505	3	505	50505	50505	EL MANACOL	5	505
1026	3334	162621	Santa Rosita	15.16512113	-88.30427606	359888.9	1679007	1626	3	1626	162621	162619	SANTA ROSITA	16	1626
1027	693	41106	El Rincon o San Francisco	15.16505784	-88.76108363	310802.1	1679000	411	3	411	41106	41105	EL RINCON O SN FRANC	4	411
1028	1036	160804	El Retiro	15.16505784	-88.20526428	370526.9	1679000	1608	3	1608	160804	160902	EL RETIRO	16	1609
1029	3003	151711	El Quebrachal	15.16505784	-85.92398589	615586.8	1679000	1517	3	1517	151711	151711	EL QUEBRACHAL	15	1517
1030	3429	162005	Las Flores	15.16363831	-88.40471232	349096.3	1678843	1620	3	1620	162005	162004	LAS FLORES	16	1620
1032	3665	180812	Plan Grande	15.16269799	-87.73153388	421419.5	1678739	1808	3	1808	180812	180809	PLAN GRANDE	18	1808
1033	3168	161213	El Pital	15.16254428	-88.62606317	325310	1678722	1612	3	1612	161213	161312	EL PITAL	16	1613
1034	1102	180808	El Vertiente	15.16233632	-87.78197576	416000.6	1678699	1808	3	1808	180808	180813	VERTIENTES	18	1808
1035	3428	162609	El Rodeo	15.16153162	-88.27572609	362954.1	1678610	1626	3	1626	162609	162608	EL RODEO	16	1626
1036	3685	180106	La Guata	15.16127846	-87.09972215	489288.2	1678582	1801	3	1801	180106	180105	LA GUATA	18	1801
1037	3164	161225	Mata de Platano	15.16098912	-88.58025823	330231	1678550	1612	3	1612	161225	161321	MATA DE PLATANO	16	1613
1038	3008	151713	La Concepcion	15.160745	-85.80684298	628174.9	1678523	1517	3	1517	151713	151713	LA CONCEPCION	15	1517
1039	910	41008	El Espiritu Santo	15.1601573	-88.78271375	308473.1	1678458	410	3	410	41008	41007	EL ESPIRITU SANTO	4	410
1040	3236	162608	El Higuito	15.15885531	-88.28084096	362402.8	1678314	1626	3	1626	162608	162607	EL HIGUITO	16	1626
1041	1313	50706	El Sitio	15.1581139	-88.05195391	386994.4	1678232	507	3	507	50706	50704	EL SITIO	5	507
1042	3131	41006	Concepcion de La Barranca	15.15786978	-88.7203407	315174.4	1678205	410	3	410	41006	41004	CONCEPCION DE LA BAR	4	410
1043	1097	51015	El Llano	15.15728207	-87.87961466	405509.2	1678140	510	3	510	51015	51015	EL LLANO	5	510
1044	2999	151718	San Agustin Abajo	15.15710124	-85.67371709	642481	1678120	1517	3	1517	151718	151720	SAN AGUSTIN	15	1517
1045	1328	160601	Concepcion del Norte	15.15707412	-88.13885059	377657.7	1678117	1606	3	1606	160601	160700	CONCEPCION DEL NORTE	16	1607
1046	687	41013	Gritaderos	15.15621516	-88.79493097	307156.5	1678022	410	3	410	41013	41011	GRITADERO	4	410
1047	3683	180108	La Laguna de La Capa	15.15576308	-87.016956	498178.6	1677972	1801	3	1801	180108	180107	LA LAGUNA DE LA CAPA	18	1801
1048	316	150523	San Pedro de Pisijire	15.15520251	-85.46282875	665143.4	1677910	1505	3	1505	150523	150509	SAN PEDRO D PISIJIRE	15	1505
1050	3165	161204	Buena Vista	15.15414464	-88.56723552	331625	1677793	1612	3	1612	161204	161302	BUENA VISTA	16	1613
1051	2069	90148	Wampu Sirpe	15.15409943	-84.62138657	755589.6	1677788	901	3	901	90148	90158	WAMPU SIRPE	9	901
1052	3426	162613	La Angostura	15.15365639	-88.27456016	363074.3	1677739	1626	3	1626	162613	162612	LA ANGOSTURA	16	1626
1053	3684	180103	Chalmeca	15.15334898	-87.04587303	495072.3	1677705	1801	3	1801	180103	180102	CHALMECA	18	1801
1054	686	41032	San Jose de La Frontera	15.15310486	-88.90874732	294920.6	1677678	410	3	410	41032	41024	SN JOSE DE LA FRONTE	4	410
1055	3010	151710	El Ocote	15.15302348	-85.75783314	633445.5	1677669	1517	3	1517	151710	151710	EL OCOTE	15	1517
1056	1098	180813	Tapiquilares	15.15237249	-87.82961377	410878.8	1677597	1808	3	1808	180813	180811	TIPIQUILARES	18	1808
1057	987	160604	Concordia	15.15139599	-88.18433086	372767.8	1677489	1606	3	1606	160604	160702	CONCORDIA	16	1607
1058	1315	162602	Cebadilla	15.14941588	-88.2208585	368841.8	1677270	1626	3	1626	162602	162601	CEBADILLA	16	1626
1059	1323	160611	Las Flores	15.14930738	-88.15986801	375395	1677258	1606	3	1606	160611	160709	LAS FLORES	16	1607
1060	3167	161219	La Virtud	15.1487016	-88.60914872	327116.4	1677191	1612	3	1612	161219	161317	LA VIRTUD	16	1613
1061	2998	151714	Las Manzanas	15.1484846	-85.71525415	638023.5	1677167	1517	3	1517	151714	151716	LAS MANZANAS	15	1517
1062	3034	151203	El Zapotillo	15.14796923	-86.53018873	550469.2	1677110	1512	3	1512	151203	151203	EL ZAPOTILLO	15	1512
1064	689	41027	Plancitos o Berlin	15.14703794	-88.83902108	302409.3	1677007	410	3	410	41027	41022	PLANCITOS	4	410
1065	3153	161222	Las Flores	15.14636886	-88.63959158	323842.8	1676933	1612	3	1612	161222	161318	LAS FLORES	16	1613
1066	2962	151707	El Aguacate	15.14623324	-85.7326354	636157.3	1676918	1517	3	1517	151707	151706	EL AGUACATE	15	1517
1067	3182	162003	El Sauce	15.1460072	-88.52433416	336229	1676893	1620	3	1620	162003	162003	EL SAUCE	16	1620
1069	3357	50705	El Picacho	15.14425313	-88.01485016	390973.6	1676699	507	3	507	50705	50703	EL PICACHO	5	507
1070	3624	180105	La Capa	15.14268893	-87.01259102	498647.4	1676526	1801	3	1801	180105	180104	LA CAPA	18	1801
1071	3455	162603	Chimizales	15.14182998	-88.3158347	358631.5	1676431	1626	3	1626	162603	162602	CHIMIZALES	16	1626
1073	3386	162614	La Huerta	15.14018441	-88.22953489	367903.8	1676249	1626	3	1626	162614	162613	LA HUERTA	16	1626
1074	1067	180806	El Remolino	15.13963287	-87.81574325	412363.7	1676188	1808	3	1808	180806	180814	EL REMOLINO	18	1808
1075	2058	90135	Sirsirtara	15.13935258	-84.11856259	809685.8	1676157	901	3	901	90135	90139	SIRSIRTARA	9	901
1076	3462	161902	Agua Helada	15.1367938	-88.37924909	351813.6	1675874	1619	3	1619	161902	160601	AGUA HELADA	16	1606
1077	3064	151715	Las Trojas	15.13635076	-85.89949079	618234.4	1675825	1517	3	1517	151715	151717	LAS TROJAS	15	1517
1078	1083	51007	Campo Olivo	15.13465998	-87.9123131	401985.9	1675638	510	3	510	51007	51008	CAMPO OLIVO	5	510
1080	3476	162011	San Isidro	15.13353882	-88.47063915	341990	1675514	1620	3	1620	162011	162010	SAN ISIDRO	16	1620
1081	1070	51016	El Olivar	15.13332182	-87.86828369	406716	1675490	510	3	510	51016	51016	EL OLIVAR	5	510
1082	3183	162008	Nisperales	15.13303249	-88.52260176	336405.2	1675458	1620	3	1620	162008	162007	NISPERALES	16	1620
1083	1068	180803	Casiano	15.13299632	-87.7955302	414532.7	1675454	1808	3	1808	180803	180802	CASIANO	18	1808
1084	2048	90126	Pakui	15.13244479	-83.35312729	892071.5	1675393	901	3	901	90126	90128	PACUI	9	901
1085	3356	50717	Loma Larga	15.13226395	-88.08516311	383412.3	1675373	507	3	507	50717	50710	LOMA LARGA	5	507
1086	3237	162604	El Carmen	15.1321645	-88.30654373	359623.5	1675362	1626	3	1626	162604	162603	EL CARMEN	16	1626
1087	888	41108	La Cuchilla de Platanares	15.13188421	-88.75805151	311098.5	1675331	411	3	411	41108	41107	LA CUCHILLA DE PLATA	4	411
1088	2964	150503	Agua Buena	15.13167625	-85.5399991	656868.1	1675308	1505	3	1505	150503	150502	AGUA BUENA	15	1505
1089	3454	162607	El Guineal	15.13166721	-88.28164695	362298.6	1675307	1626	3	1626	162607	162606	EL GUINEAL	16	1626
1090	3387	162616	Las Delicias	15.13137788	-88.24809401	365904	1675275	1626	3	1626	162616	162614	LAS DELICIAS	16	1626
1091	889	41015	La Elencia	15.131188	-88.8655941	299538.2	1675254	410	3	410	41015	41014	LA ELENCIA	4	410
1092	3453	162615	La Union	15.13060934	-88.26149548	364463.4	1675190	1626	3	1626	162615	162615	LA UNION	16	1626
1093	2047	90144	Tusidaksa	15.13048276	-83.33626522	893890.6	1675176	901	3	901	90144	90153	TUSIDACSA	9	901
1094	694	41103	Chepelares	15.13041042	-88.77772825	308982.2	1675168	411	3	411	41103	41102	CHEPELARES	4	411
1095	1066	180814	Terrero Negro	15.13021151	-87.76530557	417779	1675146	1808	3	1808	180814	180812	TERRENO NEGRO	18	1808
1096	2038	90143	Tuntuntara	15.12921693	-83.6889744	855924.9	1675036	901	3	901	90143	90152	TUNTUNTARA	9	901
1097	3331	41309	Los Tangos	15.12833085	-88.67927909	319562.2	1674938	413	3	413	41309	41309	LOS TANGOS	4	413
1098	3625	180119	Tulanguare	15.12811385	-87.03233546	496526.1	1674914	1801	3	1801	180119	180116	TULANGUARE	18	1801
1099	3332	41104	El Campanario	15.12791494	-88.72560169	314582.9	1674892	411	3	411	41104	41103	EL CAMPANARIO	4	411
1100	3242	161918	La Union	15.12764369	-88.39378313	350245.3	1674862	1619	3	1619	161918	160619	LA UNION	16	1606
1101	3132	161920	Laguna Inea	15.12735436	-88.35271828	354658.2	1674830	1619	3	1619	161920	160616	LAGUNA INEA	16	1606
1102	1086	50504	El Caracol	15.12730011	-87.95146487	397775.7	1674824	505	3	505	50504	50504	EL CARACOL	5	505
1103	3451	162619	Pinabete o Loma Limpia	15.1259077	-88.30398545	359894.3	1674670	1626	3	1626	162619	162617	PINABETE O LOMA LIMP	16	1626
1107	1073	51045	San Luis de Zacatales	15.12461475	-87.90558506	402704.2	1674527	510	3	510	51045	51046	ZACATALES	5	510
1108	3461	161913	La Alianza	15.12415362	-88.32230246	357924.7	1674476	1619	3	1619	161913	160612	LA ALIANZA	16	1606
1110	3388	162601	Trinidad	15.12201076	-88.23323779	367494.6	1674239	1626	3	1626	162601	162600	TRINIDAD	16	1626
1111	3728	181003	Buenos Aires	15.1219113	-87.70174601	424605	1674228	1810	3	1810	181003	180404	BUENOS AIRES	18	1804
1112	3631	180110	La Trinidad	15.12167622	-87.26072819	471988.2	1674202	1801	3	1801	180110	180108	LA TRINIDAD	18	1801
1114	2985	151207	Pacaya	15.12148635	-86.5084649	552809.5	1674181	1512	3	1512	151207	151208	PACAYAS	15	1512
1116	2979	151004	La Ensenada	15.12032902	-86.31022712	574109.1	1674053	1510	3	1510	151004	151003	ENCENADA	15	1510
1118	690	41017	La Laguna de San Jose	15.11887332	-88.83899097	302386.4	1673892	410	3	410	41017	41016	LAGUNA DE SAN JOSE	4	410
1120	887	41107	La Colmena	15.11694745	-88.76471849	310368.6	1673679	411	3	411	41107	41106	LA COLMENA	4	411
1122	890	41030	Rastrojitos	15.1159167	-88.86206977	299902.7	1673565	410	3	410	41030	41023	RASTROJITOS	4	410
1123	3361	160803	El Limon	15.11547366	-88.13973357	377538.9	1673516	1608	3	1608	160803	160901	EL LIMON	16	1609
1124	3626	180101	Yoro	15.11503062	-87.12634978	486425	1673467	1801	3	1801	180101	180100	YORO	18	1801
1125	3181	161903	Cacahulapa	15.11411742	-88.3415486	355849.6	1673366	1619	3	1619	161903	160602	CACAULAPA	16	1606
1126	3385	162610	El Tigre	15.11400892	-88.24293029	366448	1673354	1626	3	1626	162610	162609	EL TIGRE	16	1626
1127	3152	161604	El Encanto	15.11394563	-88.65275286	322401.3	1673347	1616	3	1616	161604	161704	EL ENCANTO	16	1617
1128	3727	181012	Las Lomas	15.11384617	-87.6524586	429898	1673336	1810	3	1810	181012	181012	LAS LOMAS	18	1810
1130	3066	150806	Las Lomas	15.11306859	-85.93718271	614196.9	1673250	1508	3	1508	150806	150804	LAS LOMAS	15	1508
1131	3347	161605	El Ocote	15.11233622	-88.59864297	328216.1	1673169	1616	3	1616	161605	161705	EL OCOTE	16	1617
1132	3355	50718	Nueva Granada	15.11201976	-88.11174748	380544.4	1673134	507	3	507	50718	50711	NUEVA GRANADA	5	507
1133	1079	51023	La Danta	15.11129643	-87.86072195	407518.9	1673054	510	3	510	51023	51021	LA DANTA	5	510
1134	3130	41110	Piedra Pintada	15.11118793	-88.72606169	314518.9	1673042	411	3	411	41110	41108	LA PINTADA	4	411
1135	3184	162007	La Union o El Playon	15.11115177	-88.5573327	332655.4	1673038	1620	3	1620	162007	162006	LA UNION	16	1620
1136	3477	162012	San Juan	15.11091668	-88.4693433	342112.5	1673012	1620	3	1620	162012	162011	SAN JUAN	16	1620
1137	3149	161610	La Ruidosa	15.11060927	-88.59109886	329025.6	1672978	1616	3	1616	161610	161710	LA RUIDOSA	16	1617
1138	2963	151705	Coronado	15.11027473	-85.74605114	634738.5	1672941	1517	3	1517	151705	151704	CORONADO	15	1517
1139	3065	151709	El Limonal	15.10956044	-85.77381018	631755.7	1672862	1517	3	1517	151709	151709	EL LIMONAL	15	1517
1140	2991	150516	Las Minas	15.10948811	-85.47200278	664192.8	1672854	1505	3	1505	150516	150506	LAS MINAS	15	1505
1141	1069	181002	Bajo Grande	15.10864723	-87.75197304	419203.3	1672761	1810	3	1810	181002	181001	BAJO GRANDE	18	1810
1143	3358	50702	Buenos Aires	15.1078154	-88.07143777	384873.9	1672669	507	3	507	50702	50701	BUENOS AIRES	5	507
1144	1088	50713	Las Colmenas	15.1076617	-87.98775168	393866.9	1672652	507	3	507	50713	50707	LAS COLMENAS	5	507
1145	3478	162001	San Luis	15.10751703	-88.43965782	345300.6	1672636	1620	3	1620	162001	162000	SAN LUIS	16	1620
1147	3240	161905	El Encanto	15.10683891	-88.40294574	349245.9	1672561	1619	3	1619	161905	160603	EL ENCANTO	16	1606
1148	3185	162014	Santa Elena	15.10615174	-88.54573568	333898	1672485	1620	3	1620	162014	162013	SANTA ELENA	16	1620
1149	3383	160801	Chinda	15.10573583	-88.19991406	371065.8	1672439	1608	3	1608	160801	160900	CHINDA	16	1609
1150	3352	50709	La Chachona o El Paraiso	15.10554595	-88.0485062	387337	1672418	507	3	507	50709	50705	LA CHACHONA	5	507
1151	3049	151302	El Dictamo	15.10548266	-86.76274254	525492.1	1672411	1513	3	1513	151302	151301	EL DICTAMO	15	1513
